county,countyfips,year,age,population,migrationrate,netmigration
Logan,75,2010,20_24,1319.85,15.01,198
Logan,75,2010,25_29,1651.08,4.96,82
Logan,75,2010,30_34,1652.56,-0.4,-7
Logan,75,2010,35_39,1772.62,-13.63,-242
Logan,75,2010,40_44,1517.78,-11.84,-180
Logan,75,2010,45_49,1470.69,-15.07,-222
Logan,75,2010,50_54,1378.37,-10.04,-138
Logan,75,2010,55_59,1628.35,-15.31,-249
Logan,75,2010,60_64,1608.08,-12.94,-208
Logan,75,2010,65_69,1304.44,-3.79,-49
Logan,75,2010,70_74,1009.88,-4.84,-49
Mesa,77,1970,00_04,5705,15.5,887
Mesa,77,1970,05_09,4197,52,2185
Mesa,77,1970,10_14,3830,59.9,2296
Mesa,77,1970,15_19,5133,44.6,2291
Mesa,77,1970,20_24,5914,35.1,2077
Mesa,77,1970,25_29,5913,39.1,2312
Mesa,77,1970,30_34,3407,101.7,3466
Mesa,77,1970,35_39,3108,67.3,2093
Mesa,77,1970,40_44,2821,49.6,1401
Mesa,77,1970,45_49,2864,30.5,874
Mesa,77,1970,50_54,3113,21.8,681
Mesa,77,1970,55_59,3149,18,567
Mesa,77,1970,60_64,2893,12.2,355
Mesa,77,1970,65_69,2504,12.2,306
Mesa,77,1970,70_74,2044,10,206
Mesa,77,1980,00_04,6305,9.6,605
Mesa,77,1980,05_09,8366,-8.9,-748
Mesa,77,1980,10_14,6558,7.5,494
Mesa,77,1980,15_19,6365,4.1,262
Mesa,77,1980,20_24,6072,-12.3,-748
Mesa,77,1980,25_29,7340,-13.7,-1012
Mesa,77,1980,30_34,7892,1.5,125
Mesa,77,1980,35_39,8085,-1.1,-91
Mesa,77,1980,40_44,6728,-0.2,-13
Mesa,77,1980,45_49,5054,3.9,199
Mesa,77,1980,50_54,4036,6.9,280
Mesa,77,1980,55_59,3508,16.2,569
Mesa,77,1980,60_64,3414,33.4,1141
Mesa,77,1980,65_69,3171,44.1,1400
Mesa,77,1980,70_74,2552,34.3,877
Mesa,77,1990,00_04,6919,9.4,654
Mesa,77,1990,05_09,6419,25.4,1632
Mesa,77,1990,10_14,6923,22,1528
Mesa,77,1990,15_19,7547,16.8,1272
Mesa,77,1990,20_24,6920,2.9,206
Mesa,77,1990,25_29,6584,0,-6
Mesa,77,1990,30_34,5300,23.9,1269
Mesa,77,1990,35_39,6206,35.1,2182
Mesa,77,1990,40_44,7810,21.6,1690
Mesa,77,1990,45_49,7822,16.9,1325
Mesa,77,1990,50_54,6557,16.6,1093
Mesa,77,1990,55_59,5058,16,813
Mesa,77,1990,60_64,3977,25.3,1009
Mesa,77,1990,65_69,3551,30.5,1086
Mesa,77,1990,70_74,3694,21.9,809
Mesa,77,2000,00_04,9813,5.2,515
Mesa,77,2000,05_09,7906,21.8,1726
Mesa,77,2000,10_14,7577,21.9,1664
Mesa,77,2000,15_19,8055,25.5,2060
Mesa,77,2000,20_24,8399,20.4,1718
Mesa,77,2000,25_29,8864,14.7,1306
Mesa,77,2000,30_34,7193,27.1,1951
Mesa,77,2000,35_39,6542,28.7,1880
Mesa,77,2000,40_44,6556,26.1,1714
Mesa,77,2000,45_49,8234,20.9,1723
Mesa,77,2000,50_54,9192,18.9,1739
Mesa,77,2000,55_59,8733,16.9,1484
Mesa,77,2000,60_64,6968,21.4,1493
Mesa,77,2000,65_69,5123,24.7,1266
Mesa,77,2000,70_74,4029,22.8,921
Mesa,77,2010,00_04,8246.62,0.87,71
Mesa,77,2010,05_09,9112.96,-0.37,-34
Mesa,77,2010,10_14,10419.46,-4.48,-466
Mesa,77,2010,15_19,9708.53,5.88,570
Mesa,77,2010,20_24,9195.43,-1.74,-160
Mesa,77,2010,25_29,9951.24,0.44,44
Mesa,77,2010,30_34,9842.98,3.92,386
Mesa,77,2010,35_39,9971.7,3.75,374
Mesa,77,2010,40_44,8986.72,4.11,369
Mesa,77,2010,45_49,8220.51,3.4,279
Mesa,77,2010,50_54,7973.19,4.45,355
Mesa,77,2010,55_59,9457.51,8.86,837
Mesa,77,2010,60_64,10049.79,11.95,1201
Mesa,77,2010,65_69,9104.69,13.52,1231
Mesa,77,2010,70_74,7134.42,14.75,1053
Mineral,79,1970,00_04,48,27,13
Mineral,79,1970,05_09,52,-1.9,-1
Mineral,79,1970,10_14,97,-37.1,-36
Mineral,79,1970,15_19,94,-9.5,-9
Mineral,79,1970,20_24,72,-20.8,-15
Mineral,79,1970,25_29,46,97.8,45
Mineral,79,1970,30_34,74,-13.5,-10
Mineral,79,1970,35_39,75,-15.9,-12
Mineral,79,1970,40_44,54,22.2,12
Mineral,79,1970,45_49,50,-36,-18
Mineral,79,1970,50_54,31,19.3,6
Mineral,79,1970,55_59,37,-13.5,-5
Mineral,79,1970,60_64,38,26.3,10
Mineral,79,1970,65_69,33,-6,-2
Mineral,79,1970,70_74,23,-17.3,-4
Mineral,79,1980,00_04,56,-10.1,-5
Mineral,79,1980,05_09,67,-48.3,-32
Mineral,79,1980,10_14,62,-56.2,-34
Mineral,79,1980,15_19,52,-60.6,-31
Mineral,79,1980,20_24,62,-76,-47
Mineral,79,1980,25_29,85,-35.5,-30
Mineral,79,1980,30_34,56,-7.1,-4
Mineral,79,1980,35_39,90,-44,-40
Mineral,79,1980,40_44,63,-42.8,-27
Mineral,79,1980,45_49,62,-51,-31
Mineral,79,1980,50_54,63,-31.5,-20
Mineral,79,1980,55_59,29,5.6,1
Mineral,79,1980,60_64,32,2,0
Mineral,79,1980,65_69,27,40.4,11
Mineral,79,1980,70_74,39,-53.5,-20
Mineral,79,1990,00_04,27,39.6,11
Mineral,79,1990,05_09,34,54,18
Mineral,79,1990,10_14,52,8.2,4
Mineral,79,1990,15_19,36,3.5,1
Mineral,79,1990,20_24,27,-7.1,-1
Mineral,79,1990,25_29,17,83.7,15
Mineral,79,1990,30_34,14,137.4,19
Mineral,79,1990,35_39,54,27,14
Mineral,79,1990,40_44,51,36.2,18
Mineral,79,1990,45_49,50,40.1,20
Mineral,79,1990,50_54,35,100.4,36
Mineral,79,1990,55_59,27,142.5,39
Mineral,79,1990,60_64,39,62.1,24
Mineral,79,1990,65_69,27,72,20
Mineral,79,1990,70_74,31,25,7
Mineral,79,2000,00_04,22,-9.9,-2
Mineral,79,2000,05_09,27,26.9,7
Mineral,79,2000,10_14,36,-29.1,-10
Mineral,79,2000,15_19,50,-35.8,-18
Mineral,79,2000,20_24,53,-60.4,-32
Mineral,79,2000,25_29,36,2,0
Mineral,79,2000,30_34,24,-1.5,0
Mineral,79,2000,35_39,29,11.5,3
Mineral,79,2000,40_44,33,-39.8,-13
Mineral,79,2000,45_49,67,-9.7,-6
Mineral,79,2000,50_54,65,0,0
Mineral,79,2000,55_59,67,23.2,15
Mineral,79,2000,60_64,65,33.1,21
Mineral,79,2000,65_69,63,6.6,4
Mineral,79,2000,70_74,56,-32.7,-18
Mineral,79,2010,00_04,34,-2.94,-1
Mineral,79,2010,05_09,22,54.55,12
Mineral,79,2010,10_14,20.88,5.36,1
Mineral,79,2010,15_19,34.76,35.21,12
Mineral,79,2010,20_24,26.1,-31.02,-8
Mineral,79,2010,25_29,30.32,31.95,10
Mineral,79,2010,30_34,19.65,154.51,30
Mineral,79,2010,35_39,36.87,73.56,27
Mineral,79,2010,40_44,24.1,53.53,13
Mineral,79,2010,45_49,31.74,63.81,20
Mineral,79,2010,50_54,19.01,184.12,35
Mineral,79,2010,55_59,57.95,22.53,13
Mineral,79,2010,60_64,63.23,23.36,15
Mineral,79,2010,65_69,76.91,24.82,19
Mineral,79,2010,70_74,76.81,6.76,5
Moffat,81,1970,00_04,1125,22.3,251
Moffat,81,1970,05_09,578,97.9,566
Moffat,81,1970,10_14,555,97.8,543
Moffat,81,1970,15_19,746,47.4,354
Moffat,81,1970,20_24,734,91.5,672
Moffat,81,1970,25_29,549,186.5,1024
Moffat,81,1970,30_34,333,280.7,935
Moffat,81,1970,35_39,406,133.9,544
Moffat,81,1970,40_44,409,68.4,280
Moffat,81,1970,45_49,415,37.5,156
Moffat,81,1970,50_54,393,41.4,163
Moffat,81,1970,55_59,350,27.1,95
Moffat,81,1970,60_64,321,6.5,21
Moffat,81,1970,65_69,295,-10.8,-32
Moffat,81,1970,70_74,228,-23.6,-54
Moffat,81,1980,00_04,931,9.5,89
Moffat,81,1980,05_09,1525,-24.6,-375
Moffat,81,1980,10_14,1381,-23.3,-322
Moffat,81,1980,15_19,1154,-33.5,-387
Moffat,81,1980,20_24,1107,-52.7,-584
Moffat,81,1980,25_29,1095,-24.6,-270
Moffat,81,1980,30_34,1395,-15.2,-212
Moffat,81,1980,35_39,1560,-25.6,-399
Moffat,81,1980,40_44,1252,-30.8,-386
Moffat,81,1980,45_49,931,-27.1,-253
Moffat,81,1980,50_54,663,-23.2,-154
Moffat,81,1980,55_59,537,-15.3,-82
Moffat,81,1980,60_64,502,-19.6,-98
Moffat,81,1980,65_69,379,-24.9,-94
Moffat,81,1980,70_74,265,-8.5,-22
Moffat,81,1990,00_04,796,16.8,133
Moffat,81,1990,05_09,724,32.8,237
Moffat,81,1990,10_14,1021,15.4,157
Moffat,81,1990,15_19,1138,-7.7,-88
Moffat,81,1990,20_24,1032,-26,-268
Moffat,81,1990,25_29,759,5.8,44
Moffat,81,1990,30_34,523,58.3,305
Moffat,81,1990,35_39,814,28.3,230
Moffat,81,1990,40_44,1152,10.3,119
Moffat,81,1990,45_49,1138,1.7,20
Moffat,81,1990,50_54,852,0.4,4
Moffat,81,1990,55_59,664,4.3,28
Moffat,81,1990,60_64,475,-6.4,-30
Moffat,81,1990,65_69,399,-6.2,-24
Moffat,81,1990,70_74,340,-7.8,-26
Moffat,81,2000,00_04,1066,5,54
Moffat,81,2000,05_09,960,15.9,153
Moffat,81,2000,10_14,927,5.6,52
Moffat,81,2000,15_19,956,-5.4,-52
Moffat,81,2000,20_24,1158,-30.4,-352
Moffat,81,2000,25_29,1045,-8.7,-91
Moffat,81,2000,30_34,756,22.7,172
Moffat,81,2000,35_39,784,5.8,45
Moffat,81,2000,40_44,825,2.2,18
Moffat,81,2000,45_49,1017,4,41
Moffat,81,2000,50_54,1248,-12,-150
Moffat,81,2000,55_59,1119,-7.9,-89
Moffat,81,2000,60_64,780,-10.2,-80
Moffat,81,2000,65_69,603,-14,-84
Moffat,81,2000,70_74,358,-8.6,-31
Moffat,81,2010,00_04,834.89,1.09,9
Moffat,81,2010,05_09,907.06,7.49,68
Moffat,81,2010,10_14,1127.1,-12.08,-136
Moffat,81,2010,15_19,1123.53,-22.92,-258
Moffat,81,2010,20_24,975.98,-27.25,-266
Moffat,81,2010,25_29,883.71,-9.13,-81
Moffat,81,2010,30_34,779.22,9.98,78
Moffat,81,2010,35_39,936.29,-2.7,-25
Moffat,81,2010,40_44,915.03,-10.28,-94
Moffat,81,2010,45_49,815.75,-9.65,-79
Moffat,81,2010,50_54,823.72,-6.89,-57
Moffat,81,2010,55_59,1019.21,-6.59,-67
Moffat,81,2010,60_64,1019.46,-8.48,-86
Moffat,81,2010,65_69,926.56,-15.82,-147
Moffat,81,2010,70_74,592.72,-5.69,-34
Montezuma,83,1970,00_04,1373,9.6,133
Montezuma,83,1970,05_09,1255,16.8,211
Montezuma,83,1970,10_14,1209,25.8,313
Montezuma,83,1970,15_19,1424,5.6,80
Montezuma,83,1970,20_24,1600,-17.6,-282
Montezuma,83,1970,25_29,1289,6.8,88
Montezuma,83,1970,30_34,656,92.5,607
Montezuma,83,1970,35_39,727,41.5,302
Montezuma,83,1970,40_44,734,29.5,217
Montezuma,83,1970,45_49,777,8.4,66
Montezuma,83,1970,50_54,774,7.1,55
Montezuma,83,1970,55_59,698,12.1,85
Montezuma,83,1970,60_64,636,10.5,67
Montezuma,83,1970,65_69,561,-1.4,-8
Montezuma,83,1970,70_74,431,4.6,20
Montezuma,83,1980,00_04,1590,2.9,46
Montezuma,83,1980,05_09,1694,0.4,7
Montezuma,83,1980,10_14,1480,15.3,227
Montezuma,83,1980,15_19,1454,-13.9,-203
Montezuma,83,1980,20_24,1512,-41.4,-626
Montezuma,83,1980,25_29,1491,-19.5,-291
Montezuma,83,1980,30_34,1297,19.8,257
Montezuma,83,1980,35_39,1350,12.1,164
Montezuma,83,1980,40_44,1234,6.4,79
Montezuma,83,1980,45_49,994,2.1,21
Montezuma,83,1980,50_54,904,-2.5,-23
Montezuma,83,1980,55_59,788,11.4,90
Montezuma,83,1980,60_64,743,20.6,153
Montezuma,83,1980,65_69,667,19.4,129
Montezuma,83,1980,70_74,551,13.7,76
Montezuma,83,1990,00_04,1562,10.1,158
Montezuma,83,1990,05_09,1520,18.8,286
Montezuma,83,1990,10_14,1657,17,282
Montezuma,83,1990,15_19,1750,-1.8,-32
Montezuma,83,1990,20_24,1696,-33.7,-572
Montezuma,83,1990,25_29,1287,-5.8,-75
Montezuma,83,1990,30_34,870,66.8,581
Montezuma,83,1990,35_39,1190,42.8,509
Montezuma,83,1990,40_44,1492,27.6,413
Montezuma,83,1990,45_49,1499,28.7,430
Montezuma,83,1990,50_54,1266,30.1,381
Montezuma,83,1990,55_59,982,39,383
Montezuma,83,1990,60_64,810,36.7,297
Montezuma,83,1990,65_69,763,28.5,218
Montezuma,83,1990,70_74,732,14.4,106
Montezuma,83,2000,00_04,1580,6.3,99
Montezuma,83,2000,05_09,1567,8,126
Montezuma,83,2000,10_14,1707,-4.1,-71
Montezuma,83,2000,15_19,1777,-12.1,-215
Montezuma,83,2000,20_24,1895,-32.9,-625
Montezuma,83,2000,25_29,1699,-20.4,-348
Montezuma,83,2000,30_34,1110,22.4,249
Montezuma,83,2000,35_39,1174,19.4,228
Montezuma,83,2000,40_44,1423,9.9,141
Montezuma,83,2000,45_49,1632,7.7,126
Montezuma,83,2000,50_54,1831,12.7,233
Montezuma,83,2000,55_59,1827,15.8,290
Montezuma,83,2000,60_64,1502,25.1,378
Montezuma,83,2000,65_69,1150,16.9,194
Montezuma,83,2000,70_74,912,9.3,85
Montezuma,83,2010,00_04,1329.23,-1.45,-19
Montezuma,83,2010,05_09,1539.19,3.24,50
Montezuma,83,2010,10_14,1691.39,1.57,27
Montezuma,83,2010,15_19,1699.94,-12.64,-215
Montezuma,83,2010,20_24,1623.61,-28.31,-460
Montezuma,83,2010,25_29,1526.18,-11.54,-176
Montezuma,83,2010,30_34,1218.07,23.72,289
Montezuma,83,2010,35_39,1312.45,13.68,180
Montezuma,83,2010,40_44,1318.91,6.45,85
Montezuma,83,2010,45_49,1336.45,3.33,45
Montezuma,83,2010,50_54,1485.95,-1.48,-22
Montezuma,83,2010,55_59,1658.28,9.45,157
Montezuma,83,2010,60_64,1895.79,13.73,260
Montezuma,83,2010,65_69,1891.92,13.32,252
Montezuma,83,2010,70_74,1612.27,5.5,89
Montrose,85,1970,00_04,1856,9.2,171
Montrose,85,1970,05_09,1413,38.9,551
Montrose,85,1970,10_14,1534,34.9,536
Montrose,85,1970,15_19,2108,7.7,164
Montrose,85,1970,20_24,2228,-23.9,-533
Montrose,85,1970,25_29,1721,14.3,247
Montrose,85,1970,30_34,853,121.1,1033
Montrose,85,1970,35_39,1015,63.8,648
Montrose,85,1970,40_44,1128,31.2,352
Montrose,85,1970,45_49,1105,14.9,165
Montrose,85,1970,50_54,1056,13.8,146
Montrose,85,1970,55_59,1019,13.2,135
Montrose,85,1970,60_64,889,21.9,195
Montrose,85,1970,65_69,823,20.6,170
Montrose,85,1970,70_74,664,16.1,107
Montrose,85,1980,00_04,1493,12.2,183
Montrose,85,1980,05_09,2073,3.3,68
Montrose,85,1980,10_14,2017,-0.4,-8
Montrose,85,1980,15_19,1978,-24.3,-481
Montrose,85,1980,20_24,2094,-52,-1089
Montrose,85,1980,25_29,2277,-35,-798
Montrose,85,1980,30_34,1679,8.9,150
Montrose,85,1980,35_39,1937,-2.5,-50
Montrose,85,1980,40_44,1846,-0.4,-8
Montrose,85,1980,45_49,1621,-8.4,-136
Montrose,85,1980,50_54,1416,-1.8,-26
Montrose,85,1980,55_59,1191,2.5,30
Montrose,85,1980,60_64,1086,15.5,168
Montrose,85,1980,65_69,996,29.7,295
Montrose,85,1980,70_74,859,21.7,187
Montrose,85,1990,00_04,2162,9.3,202
Montrose,85,1990,05_09,1758,43.9,772
Montrose,85,1990,10_14,1696,47,797
Montrose,85,1990,15_19,2141,16,343
Montrose,85,1990,20_24,1994,-23.1,-460
Montrose,85,1990,25_29,1497,12.1,181
Montrose,85,1990,30_34,1001,95.6,957
Montrose,85,1990,35_39,1445,62.5,904
Montrose,85,1990,40_44,1779,48.4,861
Montrose,85,1990,45_49,1837,38.8,714
Montrose,85,1990,50_54,1808,23.6,428
Montrose,85,1990,55_59,1429,34.8,498
Montrose,85,1990,60_64,1294,30,389
Montrose,85,1990,65_69,1083,28.5,309
Montrose,85,1990,70_74,1007,20.9,211
Montrose,85,2000,00_04,2712,1.5,42
Montrose,85,2000,05_09,2361,21.4,507
Montrose,85,2000,10_14,2353,25,589
Montrose,85,2000,15_19,2511,2,50
Montrose,85,2000,20_24,2461,-25.2,-621
Montrose,85,2000,25_29,2472,-4.4,-108
Montrose,85,2000,30_34,1524,41.8,638
Montrose,85,2000,35_39,1665,41.9,699
Montrose,85,2000,40_44,1936,25.9,503
Montrose,85,2000,45_49,2305,24.7,571
Montrose,85,2000,50_54,2543,22.8,582
Montrose,85,2000,55_59,2430,22.9,558
Montrose,85,2000,60_64,2061,32.4,669
Montrose,85,2000,65_69,1674,30.4,510
Montrose,85,2000,70_74,1375,32.2,443
Montrose,85,2010,00_04,2109.99,2.8,59
Montrose,85,2010,05_09,2254.19,13.43,303
Montrose,85,2010,10_14,2768.34,-0.27,-7
Montrose,85,2010,15_19,2880.01,-15.14,-436
Montrose,85,2010,20_24,2922.95,-29.04,-849
Montrose,85,2010,25_29,2517.58,-16.94,-427
Montrose,85,2010,30_34,1796.06,23.21,417
Montrose,85,2010,35_39,2313.63,11.77,272
Montrose,85,2010,40_44,2113.09,11.12,235
Montrose,85,2010,45_49,2313.2,-1.26,-29
Montrose,85,2010,50_54,2361.14,4.06,96
Montrose,85,2010,55_59,2753,8.54,235
Montrose,85,2010,60_64,2881.06,17.91,516
Montrose,85,2010,65_69,2694.9,23.79,641
Montrose,85,2010,70_74,2359.78,16.07,379
Morgan,87,1970,00_04,1834,7.3,134
Morgan,87,1970,05_09,1774,1.2,22
Morgan,87,1970,10_14,1797,-0.3,-7
Morgan,87,1970,15_19,2237,-6.6,-149
Morgan,87,1970,20_24,2355,-16.9,-399
Morgan,87,1970,25_29,1883,6.7,127
Morgan,87,1970,30_34,1106,38.6,427
Morgan,87,1970,35_39,1136,11.3,129
Morgan,87,1970,40_44,1117,2.2,25
Morgan,87,1970,45_49,1098,2,22
Morgan,87,1970,50_54,1142,-0.6,-7
Morgan,87,1970,55_59,1036,4.5,47
Morgan,87,1970,60_64,943,2.2,21
Morgan,87,1970,65_69,895,-1.3,-12
Morgan,87,1970,70_74,730,-1,-8
Morgan,87,1980,00_04,1878,2,37
Morgan,87,1980,05_09,2245,-10.8,-244
Morgan,87,1980,10_14,1964,-8.1,-160
Morgan,87,1980,15_19,1804,-20,-362
Morgan,87,1980,20_24,1793,-33,-593
Morgan,87,1980,25_29,2077,-19,-395
Morgan,87,1980,30_34,1934,-4.8,-94
Morgan,87,1980,35_39,1988,-16.2,-322
Morgan,87,1980,40_44,1507,-13.2,-200
Morgan,87,1980,45_49,1236,-17,-211
Morgan,87,1980,50_54,1094,-5.7,-62
Morgan,87,1980,55_59,1052,-2.5,-26
Morgan,87,1980,60_64,1020,-2.9,-29
Morgan,87,1980,65_69,919,1.9,17
Morgan,87,1980,70_74,760,2.4,18
Morgan,87,1990,00_04,2449,-1.8,-46
Morgan,87,1990,05_09,1965,20.5,403
Morgan,87,1990,10_14,1959,13.1,258
Morgan,87,1990,15_19,2018,4.2,85
Morgan,87,1990,20_24,1793,-12.9,-232
Morgan,87,1990,25_29,1442,18.9,274
Morgan,87,1990,30_34,1204,54.5,656
Morgan,87,1990,35_39,1669,22.7,379
Morgan,87,1990,40_44,1804,15.5,281
Morgan,87,1990,45_49,1650,9.6,158
Morgan,87,1990,50_54,1287,10.7,138
Morgan,87,1990,55_59,991,12,119
Morgan,87,1990,60_64,977,9.5,93
Morgan,87,1990,65_69,903,1.9,17
Morgan,87,1990,70_74,827,0.3,2
Morgan,87,2000,00_04,2190,3.8,84
Morgan,87,2000,05_09,2305,-3.6,-84
Morgan,87,2000,10_14,2392,-8.7,-208
Morgan,87,2000,15_19,2350,-13.1,-308
Morgan,87,2000,20_24,2183,-19.8,-432
Morgan,87,2000,25_29,2100,-13,-273
Morgan,87,2000,30_34,1569,6.3,99
Morgan,87,2000,35_39,1707,-1.6,-28
Morgan,87,2000,40_44,1876,-4.7,-88
Morgan,87,2000,45_49,2020,-1.2,-25
Morgan,87,2000,50_54,2034,-2.1,-44
Morgan,87,2000,55_59,1738,-5.2,-91
Morgan,87,2000,60_64,1302,1.6,20
Morgan,87,2000,65_69,971,10.4,101
Morgan,87,2000,70_74,848,9.1,77
Morgan,87,2010,00_04,2160.98,-2.5,-54
Morgan,87,2010,05_09,2157.37,-1.31,-28
Morgan,87,2010,10_14,2277.08,-5.05,-115
Morgan,87,2010,15_19,2225.21,-14.43,-321
Morgan,87,2010,20_24,2157.27,-19.06,-411
Morgan,87,2010,25_29,1989.22,2.85,57
Morgan,87,2010,30_34,1714.06,21.52,369
Morgan,87,2010,35_39,1800.19,7.71,139
Morgan,87,2010,40_44,1629.13,3.74,61
Morgan,87,2010,45_49,1620.84,-2.03,-33
Morgan,87,2010,50_54,1729.36,-4.3,-74
Morgan,87,2010,55_59,1896.27,-7.08,-134
Morgan,87,2010,60_64,1825.84,-1.2,-22
Morgan,87,2010,65_69,1459.78,-0.53,-8
Morgan,87,2010,70_74,1116.97,-4.38,-49
Otero,89,1970,00_04,1967,-4.8,-96
Otero,89,1970,05_09,1985,-9.3,-186
Otero,89,1970,10_14,1976,-1,-21
Otero,89,1970,15_19,2593,-11.3,-295
Otero,89,1970,20_24,2724,-38.6,-1054
Otero,89,1970,25_29,2389,-30,-719
Otero,89,1970,30_34,1386,5.7,80
Otero,89,1970,35_39,1226,-5,-62
Otero,89,1970,40_44,1211,-3.8,-47
Otero,89,1970,45_49,1187,-8.3,-99
Otero,89,1970,50_54,1217,-9.6,-117
Otero,89,1970,55_59,1149,-4.1,-48
Otero,89,1970,60_64,1127,-5.2,-59
Otero,89,1970,65_69,1013,-0.9,-10
Otero,89,1970,70_74,860,-1.6,-14
Otero,89,1980,00_04,1670,-6.8,-114
Otero,89,1980,05_09,1924,-11.6,-224
Otero,89,1980,10_14,1868,-8.1,-152
Otero,89,1980,15_19,1806,-16.1,-292
Otero,89,1980,20_24,1978,-47.9,-948
Otero,89,1980,25_29,2314,-42.8,-992
Otero,89,1980,30_34,1660,-14.3,-238
Otero,89,1980,35_39,1648,-9.9,-164
Otero,89,1980,40_44,1444,-14.1,-204
Otero,89,1980,45_49,1135,-7,-80
Otero,89,1980,50_54,1117,-10.4,-116
Otero,89,1980,55_59,1022,-4.7,-48
Otero,89,1980,60_64,990,-1.4,-14
Otero,89,1980,65_69,940,-1.9,-18
Otero,89,1980,70_74,842,5.2,44
Otero,89,1990,00_04,1410,-2.4,-34
Otero,89,1990,05_09,1558,-2.8,-44
Otero,89,1990,10_14,1584,-0.5,-8
Otero,89,1990,15_19,1711,-1.8,-32
Otero,89,1990,20_24,1705,-33,-564
Otero,89,1990,25_29,1521,-30.5,-465
Otero,89,1990,30_34,1031,4.4,45
Otero,89,1990,35_39,1299,4.1,54
Otero,89,1990,40_44,1388,4.6,64
Otero,89,1990,45_49,1439,2.5,37
Otero,89,1990,50_54,1199,5.8,69
Otero,89,1990,55_59,1012,2,20
Otero,89,1990,60_64,942,4.1,38
Otero,89,1990,65_69,849,6.1,52
Otero,89,1990,70_74,786,6.5,51
Otero,89,2000,00_04,1258,-1.2,-15
Otero,89,2000,05_09,1511,-8.6,-130
Otero,89,2000,10_14,1374,-8.7,-120
Otero,89,2000,15_19,1496,-3.8,-58
Otero,89,2000,20_24,1559,-32.8,-512
Otero,89,2000,25_29,1687,-39.7,-670
Otero,89,2000,30_34,1162,-15,-175
Otero,89,2000,35_39,1057,-8.5,-90
Otero,89,2000,40_44,1070,-4.1,-44
Otero,89,2000,45_49,1328,-3.2,-42
Otero,89,2000,50_54,1410,-4.2,-59
Otero,89,2000,55_59,1419,-5,-72
Otero,89,2000,60_64,1150,0.2,2
Otero,89,2000,65_69,886,6,53
Otero,89,2000,70_74,746,10,74
Otero,89,2010,00_04,1086,1.84,20
Otero,89,2010,05_09,1122.88,7.22,81
Otero,89,2010,10_14,1241.72,4.85,60
Otero,89,2010,15_19,1380.64,5.53,76
Otero,89,2010,20_24,1239.83,-17.17,-213
Otero,89,2010,25_29,1395.29,-23.46,-327
Otero,89,2010,30_34,1024.01,2.83,29
Otero,89,2010,35_39,991.76,17.06,169
Otero,89,2010,40_44,961.77,12.08,116
Otero,89,2010,45_49,928.05,6.67,62
Otero,89,2010,50_54,950.29,2.28,22
Otero,89,2010,55_59,1190.6,3.65,43
Otero,89,2010,60_64,1191.57,4.48,53
Otero,89,2010,65_69,1144.47,2.23,26
Otero,89,2010,70_74,936.86,6.85,64
Ouray,91,1970,00_04,159,-10.6,-17
Ouray,91,1970,05_09,130,15.3,20
Ouray,91,1970,10_14,117,25.6,30
Ouray,91,1970,15_19,196,-18.8,-37
Ouray,91,1970,20_24,144,-37.5,-54
Ouray,91,1970,25_29,125,41.6,52
Ouray,91,1970,30_34,77,149.3,115
Ouray,91,1970,35_39,114,42.9,49
Ouray,91,1970,40_44,81,45.6,37
Ouray,91,1970,45_49,81,0,0
Ouray,91,1970,50_54,86,6.9,6
Ouray,91,1970,55_59,84,21.4,18
Ouray,91,1970,60_64,94,8.5,8
Ouray,91,1970,65_69,88,9,8
Ouray,91,1970,70_74,64,3.1,2
Ouray,91,1980,00_04,121,13.2,16
Ouray,91,1980,05_09,165,-1.4,-2
Ouray,91,1980,10_14,145,38.7,56
Ouray,91,1980,15_19,152,-30.7,-47
Ouray,91,1980,20_24,150,-54.9,-82
Ouray,91,1980,25_29,158,-15.7,-24
Ouray,91,1980,30_34,93,80.5,75
Ouray,91,1980,35_39,174,5.6,9
Ouray,91,1980,40_44,191,30.1,57
Ouray,91,1980,45_49,161,22.6,36
Ouray,91,1980,50_54,115,39.1,45
Ouray,91,1980,55_59,79,60.1,47
Ouray,91,1980,60_64,85,52.5,44
Ouray,91,1980,65_69,88,35.9,31
Ouray,91,1980,70_74,79,-8.1,-6
Ouray,91,1990,00_04,153,23.2,35
Ouray,91,1990,05_09,129,90.6,116
Ouray,91,1990,10_14,138,96.7,134
Ouray,91,1990,15_19,164,30.5,50
Ouray,91,1990,20_24,199,-60.1,-119
Ouray,91,1990,25_29,107,60.7,65
Ouray,91,1990,30_34,64,207.5,133
Ouray,91,1990,35_39,127,116.2,148
Ouray,91,1990,40_44,164,127.4,209
Ouray,91,1990,45_49,176,109.6,194
Ouray,91,1990,50_54,241,52.6,127
Ouray,91,1990,55_59,186,68.2,127
Ouray,91,1990,60_64,147,56.5,83
Ouray,91,1990,65_69,115,45.4,52
Ouray,91,1990,70_74,121,7.7,9
Ouray,91,2000,00_04,157,19.3,30
Ouray,91,2000,05_09,160,34.8,55
Ouray,91,2000,10_14,186,32.1,59
Ouray,91,2000,15_19,242,-6.6,-16
Ouray,91,2000,20_24,267,-70,-187
Ouray,91,2000,25_29,214,-26.8,-57
Ouray,91,2000,30_34,77,135,103
Ouray,91,2000,35_39,169,68.3,116
Ouray,91,2000,40_44,194,42.2,82
Ouray,91,2000,45_49,269,34.9,94
Ouray,91,2000,50_54,362,22.7,82
